post,day,time,content_type,views,likes,comments,description,hashtags,alt_information
https://www.instagram.com/p/CpdMc0ZIVQQ/,2023-03-06,17:39:28.000,image,0,3,0,"#Qi_Quotes By Quantropi Inc.\n\nWe're kicking things off this week with this insightful quote from the National Institute of Standards and Technology (NIST) on the potential of Quantum Cryptography to revolutionize the security of critical applications. \n\nProtect your data, networks, systems and devices NOW with Quantropi Inc.’s #QiSpace™.#QiSpace™.\nLearn more: https://bit.ly/3NzfiJF","['#Qi_Quotes', '#QiSpace™.', '#QiSpace™.']","Photo by Quantropi on March 06, 2023."
https://www.instagram.com/p/CpVL_P9ofcc/,2023-03-03,15:01:30.000,image,0,2,0,"Are you curious about the future of cryptography in a post-quantum world?\n\nDon’t miss this cutting-edge IQT Hague 2023 panel with Quantropi CTO Michael Redding - “Future Evolution of Post-Quantum Cryptography”. March 13th, 2023\n\nRegister now: https://lnkd.in/esdv_hS5\n\n#BringItOn #Quantropi #Y2Q #technology #cryptography #quantumcryptography #Cybersecurity #QuantumSecurityBoard #IQT2023 #TheHague","['#BringItOn', '#Quantropi', '#Y2Q', '#technology', '#cryptography', '#quantumcryptography', '#Cybersecurity', '#QuantumSecurityBoard', '#IQT2023', '#TheHague']","Photo by Quantropi on March 03, 2023."
https://www.instagram.com/p/CpN1etboos6/,2023-02-28,18:30:08.000,image,0,4,0,"#QuantumBeach2023 #Reminder\nBe sure to catch Quantropi Inc. CEO James Nguyen on March 2nd and 3rd as he discusses the mission-critical importance and accelerating urgency of quantum cybersecurity, post-quantum cryptography, quantum key distribution, and more.\n\nPanel #5: “How quickly do we need to move on quantum security and should we rely on PQC or on QKD?”\n\nRegister now to attend Quantum Beach 2023!\nhttps://bit.ly/3xZIvGp\n\n#QuantumSecurity #PQC #QKD #Quantropi#BringItOn #Y2Q #technology #cryptography #quantumcryptography #Cybersecurity","['#QuantumBeach2023', '#Reminder', '#5:', '#QuantumSecurity', '#PQC', '#QKD', '#Quantropi', '#BringItOn', '#Y2Q', '#technology', '#cryptography', '#quantumcryptography', '#Cybersecurity']","Photo shared by Quantropi on February 28, 2023 tagging @eepmon, @colinosing, and @jnfounder."
https://www.instagram.com/p/CoxmeNsrB22/,2023-02-17,19:20:16.000,image,0,2,0,"#Breaking #RSAC2023\nWe’re thrilled to announce that Quantropi Inc. will be exhibiting at the upcoming RSAC™ 2023 at Moscone Center, San Francisco! Mark the date… 𝗔𝗽𝗿𝗶𝗹 𝟮𝟰𝘁𝗵 𝘁𝗼 𝟮𝟳𝘁𝗵. Join us at our booth – 𝗡-𝟱𝟮𝟬𝟬 𝗮𝘁 𝘁𝗵𝗲 𝗡𝗼𝗿𝘁𝗵 𝗘𝘅𝗽𝗼!\n\nWatch our TrUE Quantum-Secure Cryptography platform QiSpace™ LIVE, powering real-world use cases for Enterprise and IoT Security including the world’s first Quantum-Secure Boot Loader.\n\nAlso, get your hands on some epic swag – notebooks, toques, hoodies, and Quantropi’s Series 2 Icons of Cryptography collectibles. Register NOW with 52EQUANTRXP for a FREE Expo pass!\n\nDon’t forget to schedule a live meeting with us if you are attending the event, learn more: http://bit.ly/3lJvq1f\n\n#RSAC2023 #BringItOn #Quantropi #Y2Q #technology #cryptography #quantumcryptography #Cybersecurity #QuantumSecurityBoard","['#Breaking', '#RSAC2023', '#RSAC2023', '#BringItOn', '#Quantropi', '#Y2Q', '#technology', '#cryptography', '#quantumcryptography', '#Cybersecurity', '#QuantumSecurityBoard']","Photo shared by Quantropi on February 17, 2023 tagging @eepmon, @colinosing, and @jnfounder."
https://www.instagram.com/p/Cop0S92gwEI/,2023-02-14,18:48:53.000,image,0,2,0,"#TQIWebisodes #Part4\n\nIn this, the final part of our The Quantum Insider mini-series on the Y2Q Quantum Threat, Quantropi Inc. CTO Michael Redding walks the audience through QiSpace™, a hybrid SaaS platform which provides TrUE quantum-secure cryptographic functions – via three distinct product families: MASQ™, QEEP™, and SEQUR™. \n\nWatch the complete mini-series here: https://lnkd.in/gnwP6f67 \n\nQuantropi Inc.’s QiSpace™ platform is the only fast, lightweight, and resource-efficient suite of cryptographic products and quantum entropy services that enable organizations to protect data, networks, systems and IoT devices, now and forever. \n\nLearn More: https://lnkd.in/g79xH39y \n \nMusic Rights: @waterbridge.creative \nVideo: @eepmon\n\n \nFollow us at: \nLinkedIn: https://lnkd.in/g9vSUc83 \nTwitter: https://lnkd.in/dESJxy2n \n\n#Quantropi #BringItOn #Y2Q #QuantumReadyBoard #informationsecurity #quantumcomputing #technology #cybersecurity","['#TQIWebisodes\xa0', '#Part4', '#Quantropi\u202f', '#BringItOn\xa0', '#Y2Q\xa0', '#QuantumReadyBoard\xa0', '#informationsecurity\xa0', '#quantumcomputing\xa0', '#technology\xa0', '#cybersecurity']",
https://www.instagram.com/p/CocjTXFIyjF/,2023-02-09,15:08:31.000,image,0,10,0,"How quickly do we need to move on quantum security and should we rely on PQC or on QKD?\n\nQuantropi Inc. CEO James Nguyen will be taking the stage at Quantum Beach 2023 on March 2nd and 3rd to discuss this and other quantum security-related topics - Panel #5.\n\nDon’t miss this opportunity, register now to attend and be a part of the quantum revolution! \nhttps://lnkd.in/ecuFRwZm\n\n#QuantumBeach2023 #QuantumSecurity #PQC #QKD #Quantropi#BringItOn #Y2Q #technology #cryptography #quantumcryptography #Cybersecurity","['#5.', '#QuantumBeach2023', '#QuantumSecurity', '#PQC', '#QKD', '#Quantropi', '#BringItOn', '#Y2Q', '#technology', '#cryptography', '#quantumcryptography', '#Cybersecurity']","Photo by Quantropi on February 09, 2023."
https://www.instagram.com/p/CoaJhz6J-04/,2023-02-08,16:46:58.000,image,0,6,0,"#TQIWebisodes #Part3\n\nIn this, the third of our The Quantum Insider mini-series on the Y2Q Quantum Threat, Quantropi Inc. CTO Michael Redding outlines the building blocks of “TrUE” Quantum Security and how organizations can transition to a permanent post-quantum security posture, starting today. \n\nWatch the complete mini-series here: https://lnkd.in/gnwP6f67 \n\nQuantropi Inc.’s QiSpace™ platform is the only fast, lightweight, and resource-efficient suite of cryptographic products and quantum entropy services that enable organizations to protect data, networks, systems and IoT devices, now and forever. \n\nLearn More: https://lnkd.in/g79xH39y \n \nMusic Rights: @waterbridge.creative \nVideo: @eepmon\n \n\nFollow us at: \nLinkedIn: https://lnkd.in/g9vSUc83 \nTwitter: https://lnkd.in/dESJxy2n \n\n#Quantropi #BringItOn #Y2Q #QuantumReadyBoard #informationsecurity #quantumcomputing #technology #cybersecurity","['#TQIWebisodes\xa0', '#Part3', '#Quantropi\u202f', '#BringItOn\xa0', '#Y2Q\xa0', '#QuantumReadyBoard\xa0', '#informationsecurity\xa0', '#quantumcomputing\xa0', '#technology\xa0', '#cybersecurity']",
https://www.instagram.com/p/CoV0GH7PIpw/,2023-02-07,00:23:24.000,image,0,4,0,"#TQIWebisodes #Part2\n\nIn this, the second of a 4-part mini-series of ‘The Quantum Insider Webinar: Preparing Enterprises for Y2Q and the Quantum Threat to Cryptography’, Quantropi CTO Michael Redding, along with Brian Lenahan, Founder &amp; Chair, of Quantum Strategy Institute, predict and discuss how quantum attacks will manifest and the impact they will have. \n\nWatch the complete mini-series here: https://lnkd.in/gnwP6f67 \n\nQuantropi Inc.’s QiSpace™ platform is the only fast, lightweight, and resource-efficient suite of cryptographic products and quantum entropy services that enable organizations to protect data, networks, systems and IoT devices, now and forever. \n\nLearn More: https://lnkd.in/g79xH39y \n \nMusic Rights: @waterbridge.creative\nVideo: @eepmon\n \nFollow us at: \nLinkedIn: https://lnkd.in/g9vSUc83 \nTwitter: https://lnkd.in/dESJxy2n \n\n#Quantropi #BringItOn #Y2Q #QuantumReadyBoard #informationsecurity #quantumcomputing #technology #cybersecurity","['#TQIWebisodes', '#Part2', '#Quantropi\u202f', '#BringItOn\xa0', '#Y2Q\xa0', '#QuantumReadyBoard\xa0', '#informationsecurity\xa0', '#quantumcomputing\xa0', '#technology', '#cybersecurity']",
https://www.instagram.com/p/CoFgqWCNEk6/,2023-01-31,16:36:01.000,image,0,6,0,"#TQIWebisodes #Part1\n\nIn this, the first of a 4-part mini-series of ‘The Quantum Insider Webinar: Preparing Enterprises for Y2Q and the Quantum Threat to Cryptography’, Quantropi Inc. CTO Michael Redding, is joined by Brian Lenahan, Founder &amp; Chair of Quantum Strategy Institute. \n\nMike details the three pre-requisite building blocks of a TrUE cryptographic system: Trust, Uncertainty, and Entropy. \nWatch the complete mini-series here: https://lnkd.in/gnwP6f67\n\nQuantropi Inc.’s QiSpace™ platform is the only fast, lightweight, and resource-efficient suite of cryptographic products and quantum entropy services that enable organizations to protect data, networks, systems and IoT devices, now and forever. \n\nLearn More: https://lnkd.in/g79xH39y \n\nMusic Rights: @waterbridge.creative \nVideo: @eepmon\n\nFollow us at: \nLinkedIn: https://lnkd.in/g9vSUc83\nTwitter: https://lnkd.in/dESJxy2n","['#TQIWebisodes', '#Part1']",
https://www.instagram.com/p/Cnpr3f-uW76/,2023-01-20,21:02:01.000,image,0,12,1,The Quantum Entropy rabbit by @eepmon is here to wish everyone a prosperous and joyous Lunar New Year!\nLet's celebrate the arrival of the new year with our loved ones and make unforgettable memories. Happy Lunar New Year!\n\n#LunarNewYear #Prosperity #Happiness #Quantropi #BringItOn #QuantumEntropiRabbit,"['#LunarNewYear', '#Prosperity', '#Happiness', '#Quantropi', '#BringItOn', '#QuantumEntropiRabbit']","Photo shared by Quantropi on January 20, 2023 tagging @eepmon, @colinosing, and @jnfounder."
https://www.instagram.com/p/Cnh-pKupoCT/,2023-01-17,21:15:01.000,image,0,10,2,"#Breaking\nWe’re honoured to be nominated in THREE categories for The 2023 Ottawa Awards!\n\n Start-Up of the Year -- https://facesmag.ca/awards/#/gallery/358208130\n Best Place to Work (Under 25 People) -- https://facesmag.ca/awards/#/gallery/358208215\nJames Nguyen for Entrepreneur of the Year -- https://facesmag.ca/awards/#/gallery/363180454\n\nIf you live in the Greater Capital Region or know Ottawa well, this is your chance to weigh in by casting your vote - now until February 18th. Good luck to all nominees!\n\nMusic: @waterbridge.creative\nVideo: @eepmon\n#Quantropi #BringItOn #TheOttawaAwards2023 #StartUpOfTheYear #BestPlaceToWork #JamesNguyen #EntrepreneurOfTheYear","['#Breaking', '#/gallery/358208130', '#/gallery/358208215', '#/gallery/363180454', '#Quantropi', '#BringItOn', '#TheOttawaAwards2023', '#StartUpOfTheYear', '#BestPlaceToWork', '#JamesNguyen', '#EntrepreneurOfTheYear']",
https://www.instagram.com/p/CnP2ezMvKAO/,2023-01-10,20:14:31.000,image,0,8,2,"Welcome to the Quantropi Inc. team Jay Toth! \n\nOur new Senior Vice President, Sales. Prior to joining Quantropi, Jay was Chief Growth Officer at Kepro, responsible for the organization’s overall growth strategy in government markets. Before that, Jay held a progression of sales leadership and general management roles during his 17 years at Microsoft. \n\n#Quantropi  #BringItOn #SVP #Sales #JayToth","['#Quantropi\u202f\u202f', '#BringItOn', '#SVP', '#Sales', '#JayToth']","Photo by Quantropi on January 10, 2023."
https://www.instagram.com/p/Cm9rXXmp8YH/,2023-01-03,18:51:29.000,image,0,4,0,"#BREAKING \nThe latest release of QiSpace™ is now available.  \nNow, even faster quantum entropy speeds and continued access to quantum-secure, crypto-agile asymmetric encryption for key encapsulation and digital signatures. \n\nGet access to TrUE quantum-secure cryptography today.  \nSubmit your QiSpace™ trial request to get started! \nhttps://bit.ly/3NzfiJF",['#BREAKING\xa0'],
https://www.instagram.com/p/CmvQ3HLqRpw/,2022-12-29,04:30:06.000,image,0,5,0,"2022 was the year of conferences and events for �Quantropi Inc.�\n\nFrom RSA in San Francisco to Quantum. Tech in London, the globetrotting team attended 15 conferences, forging strong partnerships, new alliances, and innovative companies transitioning to post-quantum security. \n\n#Conferences2022 #QuantumSecurity #Quantropi  #BringItOn #Y2Q #technology #cryptography #quantumcryptography #Cybersecurity #community","['#Conferences2022', '#QuantumSecurity', '#Quantropi', '#BringItOn', '#Y2Q', '#technology', '#cryptography', '#quantumcryptography', '#Cybersecurity', '#community']","Photo by Quantropi on December 28, 2022."
https://www.instagram.com/p/Cmjg_DktpRZ/,2022-12-24,15:00:06.000,image,0,16,0,A fun and festive Merry Christmas Eve from the Quantropi team! \n#Quantropi #BringItOn #MerryChristmas,"['#Quantropi', '#BringItOn', '#MerryChristmas']","Photo by Quantropi on December 24, 2022."
https://www.instagram.com/p/Cmg8MKCMb-3/,2022-12-23,15:00:06.000,image,0,6,0,"We just wanted to take a moment to wish all of our friends, colleagues, partners, and customers a safe and peaceful holiday season, and a Happy New Year. \n2022 was an exciting year here at Quantropi and we look forward to an even better 2023!\n\n#HappyHolidays #Quantropi #BringItOn","['#HappyHolidays', '#Quantropi', '#BringItOn']","Photo by Quantropi on December 23, 2022."
https://www.instagram.com/p/CmeT61npHv6/,2022-12-22,14:31:02.000,image,0,5,0,"#IQT_Webisode_7  \n𝗣𝗤𝗖 𝗧𝗶𝗺𝗲𝗹𝗶𝗻𝗲𝘀 𝗮𝗰𝗿𝗼𝘀𝘀 𝗜𝗻𝗱𝘂𝘀𝘁𝗿𝗶𝗲𝘀\nIn this, the final episode in this 7-part mini-series on migrating to a complete TrUE cryptographic system, CTO Michael Redding deep dives into how the deployment of PQC will work across different industries. \nTry QiSpace™ and receive quantum-secure, crypto-agile asymmetric encryption for key encapsulation and digital signatures. Submit your QiSpace™ trial request today to get started: https://lnkd.in/gwAu63Rp \n\nCatch the panel insights at Inside Quantum Technology, New York Oct. 2022 - ‘PQC Products: Who will use them and when’. \nWatch the complete mini-series here: http://bit.ly/3BecXim \n \n#quantum #community #security #quantumtechnology #Y2Q #QuantumThreat #BringItOn #Quantropi #cybersecurity #MichaelRedding #IQT #NewYork","['#IQT_Webisode_7\xa0\xa0', '#quantum\u202f', '#community\u202f', '#security\u202f', '#quantumtechnology', '#Y2Q\u202f', '#QuantumThreat', '#BringItOn\u202f', '#Quantropi', '#cybersecurity', '#MichaelRedding', '#IQT', '#NewYork']",
https://www.instagram.com/p/CmcdJUHpfAP/,2022-12-21,21:16:42.000,image,0,7,0,"IQT_Webisode_6 \n𝗪𝗵𝗮𝘁 𝘀𝗵𝗼𝘂𝗹𝗱 𝗜 𝗤𝘂𝗮𝗻𝘁𝘂𝗺-𝗦𝗲𝗰𝘂𝗿𝗲? 𝗪𝗵𝗲𝗿𝗲 𝗱𝗼 𝗜 𝘀𝘁𝗮𝗿𝘁?\n\nIn this, the sixth of a 7-part mini-series on migrating to a complete TrUE cryptographic system, CTO Michael Redding deep dives into different industry use cases of how organizations and governments can leverage Quantropi’s hybrid SaaS QiSpace™ platform to quantum-secure networks, systems, products, and applications. \n\nTry QiSpace™ and receive quantum-secure, crypto-agile asymmetric encryption for key encapsulation and digital signatures. \nSubmit your QiSpace™ trial request today to get started: https://lp.quantropi.com/request-qispace \n\nCatch the panel insights at Inside Quantum Technology, New York Oct. 2022 - ‘PQC Products: Who will use them and when’. \nWatch the complete mini-series here: http://bit.ly/3BecXim \n \n#quantum #community #security #quantumtechnology #Y2Q #QuantumThreat #BringItOn #Quantropi #cybersecurity #MichaelRedding #IQT #NewYork","['#quantum', '#community', '#security', '#quantumtechnology', '#Y2Q', '#QuantumThreat', '#BringItOn', '#Quantropi', '#cybersecurity', '#MichaelRedding', '#IQT', '#NewYork']",
https://www.instagram.com/p/CmZrgEugvJv/,2022-12-20,19:21:27.000,image,0,3,0,"#IQT_Webisode_5 \n𝗘𝗻𝘁𝗿𝗼𝗽𝘆 𝗮𝗻𝗱 𝗦𝗘𝗤𝗨𝗥 𝗤𝘂𝗮𝗻𝘁𝘂𝗺 𝗥𝗮𝗻𝗱𝗼𝗺 𝗡𝘂𝗺𝗯𝗲𝗿𝘀\nIn this, the fifth of a 7-part mini-series on migrating to a complete TrUE cryptographic system, Quantropi Inc. CTO Michael Redding shares the third and final TrUE building block of a complete cryptographic system- Entropy, including quantum key generation and digital distribution.\n\nLearn how Quantropi’s SEQUR™ product suite enables synchronized quantum-secure entropy distribution to endpoints over any network including wireless networks – Digital QKD.\nSubmit your QiSpace™ trial request today to get started: https://lnkd.in/gwAu63Rp \n\nCatch the panel insights at Inside Quantum Technology, New York Oct. 2022 - ‘PQC Products: Who will use them and when’. \nWatch the complete mini-series here: http://bit.ly/3BecXim \n\n#quantum #community #security #quantumtechnology #Y2Q #QuantumThreat #BringItOn #Quantropi #cybersecurity #MichaelRedding #IQT #NewYork","['#IQT_Webisode_5', '#quantum', '#community', '#security', '#quantumtechnology', '#Y2Q', '#QuantumThreat', '#BringItOn', '#Quantropi', '#cybersecurity', '#MichaelRedding', '#IQT', '#NewYork']",
https://www.instagram.com/p/CmXEmDFjKLi/,2022-12-19,19:02:03.000,image,0,3,0,"#IQT_Webisode_4 \n𝗨𝗻𝗰𝗲𝗿𝘁𝗮𝗶𝗻𝘁𝘆 𝗮𝗻𝗱 𝗤𝗘𝗘𝗣™ 𝗤𝘂𝗮𝗻𝘁𝘂𝗺-𝗦𝗲𝗰𝘂𝗿𝗲 𝗦𝘆𝗺𝗺𝗲𝘁𝗿𝗶𝗰 𝗘𝗻𝗰𝗿𝘆𝗽𝘁𝗶𝗼𝗻\n \nIn this, the fourth of a 7-part mini-series on migrating to a complete TrUE cryptographic system, Quantropi Inc. CTO Michael Redding elaborates on the second TrUE building block of a complete cryptographic system – Uncertainty or symmetric encryption. Pushing the uncertainty to the attacker. \n\nLearn more about Quantropi’s symmetric encryption suite that includes classic AES-256 along with our own novel QEEP™ algorithm which runs 18x times faster than AES-256 with key sizes up to 100,000 bits.\nSubmit your QiSpace™ trial request today to get started: https://lnkd.in/gwAu63Rp \n\nCatch the panel insights at Inside Quantum Technology, New York Oct. 2022 - ‘PQC Products: Who will use them and when’. \nWatch the complete mini-series here: http://bit.ly/3BecXim \n \n#quantum #community #security #quantumtechnology #Y2Q #QuantumThreat #BringItOn #Quantropi #cybersecurity","['#IQT_Webisode_4', '#quantum', '#community', '#security', '#quantumtechnology', '#Y2Q', '#QuantumThreat', '#BringItOn', '#Quantropi', '#cybersecurity']",
